Incident Number,Incident_Type,Date_Reported,Cause_Category,Cause_Agent,Population_Density,Province,Latitude,Longitude,Substance,Release_Type,Significant,Pipeline_Type,Activity_in_Process,Pipeline_Involved,Rupture,Environmental_Impact,Source of Explosion,Source of Fire,Activity at time of fatality,Injury,Pax,Evacuees,Pipeline_Name,Pipeline_Length,Substance_Carried,Land_Use,Emergency_Level,Nominal_Pipe_Size,Pipe_Material,Material_Grade,Design_Thickness,Licensed_Max_Pressure,Actual_Operating_Pressure,Year_of_Manufacture,Year_of_Installation,Service_Year,Weld type ,Seam_Type,Seam_Joining_Method,Coating_Location,Coating_Type
INC2019-062,Fire,05/27/2019,Incorrect Operation,Maintenance,Low ,Alberta,51.91564,-111.74472,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,Equipment & Electrical,,,,0,BLOOR LAKE LATERAL - NPS 6,7.07899091,Natural Gas,Vegetative Barren,Not Emergency,,,,,,,,,,,,,,
INC2019-065,Fire,05/30/2019,Equipment Failure,Maintenance,Low ,British Columbia,55.56909171,-121.9446616,Not Applicable,Not Applicable,No,Processing,Operation,Yes,No,No,,Equipment & Electrical,,,,0,,,,Shrub Land,Not Emergency,,,,,,,,,,,,,,
INC2019-067,Release of Substance,06/04/2019,Defect and Deterioration,Human Factors,Low ,Quebec,47.761,-79.471,Natural Gas - Sweet,Gas,No,Transmission,Operation,Yes,No,No,,,,,,0,Earlton/Rouyn pipeline,95.75810054,Natural Gas,Forests,Not Emergency,NPS 8,Carbon Steel,290 - X42,4.8 mm = 0.188 in,6450,4300,1965,1965,1966,Girth (Circumferential),Straight,Electric Resistance Welded,External,Extruded Polyethylene
INC2019-068,Operation Beyond Design Limits,06/04/2019,External Interference,Standards and Procedures,Medium ,Manitoba,49.019628,-97.571562,Not Applicable,Not Applicable,No,Transmission,Operation,No,No,No,,,,,,0,Line 1,1255.999121,Crude Oil,Developed Land - Industrial,Not Emergency,,,,,,,,,,,,,,
INC2019-072,Operation Beyond Design Limits,06/18/2019,Natural Force Damage,Natural or Environmental Forces,Low ,Alberta,54.782498,-112.808838,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,FLAT LAKE EXTENSION LOOP (GRASSLAND SECTION) - NPS 12,15.0860973,Natural Gas,Forests,Not Emergency,,,,,,,,,,,,,,
INC2019-074,Fire,06/18/2019,External Interference,Engineering and Planning,Medium ,British Columbia,49.26797,-122.921798,Not Applicable,Not Applicable,No,Transmission,Maintenance,No,No,No,,Other Event (Nature or 3rd Party),,,,0,Mainline,1596.893888,"Crude Oil, Crude Oil Sour Heavy, Crude Oil Sour Light, Crude Oil Sweet Heavy, Crude Oil Sweet Light",Tundra / Native Prairie / Parks,Not Emergency,,,,,,,,,,,,,,
INC2019-077,Fire,06/29/2019,Incorrect Operation,Human Factors,Low ,Alberta,53.54290845,-113.3644501,Not Applicable,Not Applicable,No,Transmission,Maintenance,No,No,No,,Other Event (Nature or 3rd Party),,,,0,Mainline,1596.893888,"Crude Oil, Crude Oil Sour Heavy, Crude Oil Sour Light, Crude Oil Sweet Heavy, Crude Oil Sweet Light",Developed Land - Industrial,Not Emergency,,,,,,,,,,,,,,
INC2019-078,Operation Beyond Design Limits,07/03/2019,Natural Force Damage,Natural or Environmental Forces,Medium ,Ontario,44.025841,-78.167113,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,Mainline,635.0188165,Refined Products-Aviation,Agricultural Cropland,Not Emergency,NPS 10,Carbon Steel,317 - X46,7.8 mm = 0.307 in,8273,,,1952,,Long Seam (Longitudinal),Straight,Electric Resistance Welded,External,Polyethylene Tape Wrap
INC2019-079,Operation Beyond Design Limits,07/08/2019,Natural Force Damage,Natural or Environmental Forces,High ,British Columbia,49.181486,-122.719974,Not Applicable,Not Applicable,No,Transmission,Operation,No,No,No,,,,,,0,Mainline,1596.893888,"Crude Oil, Crude Oil Sour Heavy, Crude Oil Sour Light, Crude Oil Sweet Heavy, Crude Oil Sweet Light",Water / Wetlands,Not Emergency,,,,,,,,,,,,,,
INC2019-080,Explosion,07/10/2019,Incorrect Operation,Maintenance,Low ,British Columbia,50.66260932,-120.4141634,Not Applicable,Not Applicable,No,Distribution,Maintenance,Yes,No,No,Battery Explosion,,,,,0,MAINLINE LOOP: KAMLOOPS SECTION,81.04054894,Crude Oil,Developed Land - Industrial,Not Emergency,,,,,,,,,,,,,,
INC2019-081,Release of Substance,07/14/2019,External Interference,Maintenance,Low ,Alberta,50.1731181,-111.165654,Crude Oil - Sweet,Liquid,No,Transmission,Operation,Yes,No,Yes,,,,,,0,Express Pipeline Project,434.0498447,Crude Oil,Developed Land - Industrial,Not Emergency,NPS 3/4,Stainless Steel,,5.6 mm = 0.219 in,8400,4304,1996,1996,1996,,,,,
INC2010-157,Release of Substance,12/15/2010,Equipment Failure,Maintenance,Unknown,Nova Scotia,44.663897,-63.568182,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,Tuffs Cove MS,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2010-158,Fire,12/17/2010,Equipment Failure,Engineering and Planning,Unknown,Alberta,52.65486,-111.26462,Not Applicable,Not Applicable,No,,Operation,No,No,No,,Equipment & Electrical,,,,0,TCP Keystone - Hardisty Terminal,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2010-159,Release of Substance,12/17/2010,Defect and Deterioration,Maintenance,Unknown,Alberta,54.50731,-116.44281,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,Raspberry Lake MS,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2010-164,Release of Substance,12/22/2010,Equipment Failure,Maintenance,Unknown,Alberta,54.65256,-114.52778,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2010-165,Serious Injury (CER),12/30/2010,To be determined,To be determined,Unknown,British Columbia,56.14652,-120.66907,Not Applicable,Not Applicable,Yes,,Maintenance,No,No,No,,,,,1,0,WEI - McMahon Gas Plant (Taylor Gas Plant),,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2010-167,Operation Beyond Design Limits,11/11/2010,Equipment Failure,Human Factors,Unknown,Alberta,53.547403,-113.355714,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,,,,,,0,Line 4,1248.909872,Crude Oil,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2010-168,Operation Beyond Design Limits,11/11/2010,Equipment Failure,Human Factors,Unknown,Alberta,53.547403,-113.355714,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,,,,,,0,Line 4,1248.909872,Crude Oil,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2010-169,Operation Beyond Design Limits,11/11/2010,Equipment Failure,Human Factors,Unknown,Alberta,53.547403,-113.355714,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,,,,,,0,Line 4,1248.909872,Crude Oil,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2010-170,Operation Beyond Design Limits,11/11/2010,Equipment Failure,Human Factors,Unknown,Alberta,53.547403,-113.355714,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,,,,,,0,Line 4,1248.909872,Crude Oil,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2010-171,Operation Beyond Design Limits,11/11/2010,Equipment Failure,Human Factors,Unknown,Alberta,53.547403,-113.355714,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,,,,,,0,Line 4,1248.909872,Crude Oil,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2010-172,Operation Beyond Design Limits,11/11/2010,Equipment Failure,Human Factors,Unknown,Alberta,53.547403,-113.355714,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,,,,,,0,Line 4,1248.909872,Crude Oil,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2010-173,Operation Beyond Design Limits,11/11/2010,Equipment Failure,Human Factors,Unknown,Alberta,53.547403,-113.355714,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,,,,,,0,Line 4,1248.909872,Crude Oil,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2010-174,Operation Beyond Design Limits,11/11/2010,Equipment Failure,Human Factors,Unknown,Alberta,53.547403,-113.355714,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,,,,,,0,Line 4,1248.909872,Crude Oil,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2010-175,Operation Beyond Design Limits,11/11/2010,Equipment Failure,Human Factors,Unknown,Alberta,53.547403,-113.355714,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,,,,,,0,Line 4,1248.909872,Crude Oil,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2010-176,Operation Beyond Design Limits,11/11/2010,Equipment Failure,Human Factors,Unknown,Alberta,53.547403,-113.355714,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,,,,,,0,Line 4,1248.909872,Crude Oil,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2010-177,Operation Beyond Design Limits,11/11/2010,Equipment Failure,Human Factors,Unknown,Alberta,53.547403,-113.355714,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,,,,,,0,Line 4,1248.909872,Crude Oil,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2020-036,Release of Substance,04/10/2020,Corrosion and Cracking,Tools and Equipment,Low ,Alberta,53.77239,-116.91948,Natural Gas - Sweet,Gas,No,Transmission,Operation,Yes,No,No,,,,,,0,GRANDE PRAIRIE MAINLINE,339.6264095,Natural Gas,Forests,Not Emergency,NPS 1/2,Carbon Steel,,,,,,,,,,,,
INC2020-039,Release of Substance,04/23/2020,Corrosion and Cracking,Maintenance,Low ,Alberta,54.48310727,-118.0999325,Natural Gas - Sweet,Gas,Yes,Transmission,Operation,Yes,No,No,,,,,,0,GRANDE PRAIRIE MAINLINE,339.6264095,Natural Gas,Developed Land - Industrial,Not Emergency,NPS 3/4,Carbon Steel,,,,7500,,,1994,,,,,
INC2020-040,Operation Beyond Design Limits,04/24/2020,Natural Force Damage,Natural or Environmental Forces,Low ,Alberta,53.76999,-111.9527,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,HAIRY HILL LATERAL - NPS 10,19.09850343,Natural Gas,Agricultural Cropland,Not Emergency,NPS 10,Carbon Steel,359 - X52,4.8 mm = 0.188 in,8620,6753,,1975,1975,,,,,
INC2020-042,Operation Beyond Design Limits,04/25/2020,Natural Force Damage,Natural or Environmental Forces,Low ,British Columbia,55.65598377,-121.712754,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,"30"" Fort St. John Mainline",,,Agricultural Cropland,Not Emergency,NPS 30,Carbon Steel,359 - X52,9.5 mm = 0.375 in,6455,,1957,1957,1957,,,,External,Asphalt Mastic
INC2020-043,Release of Substance,04/26/2020,Natural Force Damage,Standards and Procedures,Low ,Alberta,56.7054,-111.403,Natural Gas - Sweet,Gas,Yes,Transmission,Operation,Yes,No,Yes,,,,,,0,ALBERSUN LATERAL (NPS 10 1967) FORT MCMURRAY SECTION,130.7237506,Natural Gas,Forests,Not Emergency,NPS 10,Carbon Steel,317 - X46,4.8 mm = 0.188 in,4500,3945,1967,1967,1967,,Straight,Electric Resistance Welded,External,Polyethylene Tape Wrap
INC2020-045,Release of Substance,04/30/2020,Incorrect Operation,Human Factors,Low ,Saskatchewan,51.64917,-108.21167,Crude Oil - Sweet,Liquid,Yes,Transmission,Operation,Yes,No,Yes,,,,,,0,Line 3,2334.948756,Crude Oil,Developed Land - Industrial,Not Emergency,NPS 3/4,Stainless Steel,,2.1 mm = 0.083 in,,,2016,2016,2016,,,,,
INC2020-046,Fire,05/01/2020,Incorrect Operation,Human Factors,Low ,Alberta,53.542879,-113.364282,Not Applicable,Not Applicable,No,Transmission,Maintenance,No,No,No,,Welding or Cutting,,,,0,,,,Developed Land - Industrial,Not Emergency,,,,,,,,,,,,,,
INC2020-047,Operation Beyond Design Limits,05/05/2020,Incorrect Operation,Standards and Procedures,Low ,Alberta,56.514333,-113.68003,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,NORTH CENTRAL CORRIDOR LOOP (BUFFALO CREEK WEST SECTION) - NPS 36,53.55816421,Natural Gas,Forests,Not Emergency,NPS 36,Carbon Steel,483 - X70,19.7 mm = 0.776 in,9930,,,2013,2013,,,,,
INC2020-048,Operation Beyond Design Limits,05/19/2020,Natural Force Damage,Natural or Environmental Forces,Low ,Ontario,48.72211,-88.588886,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,LINE 100-1,2595.724534,Natural Gas,Shrub Land,Not Emergency,NPS 30,Carbon Steel,359 - X52,9.5 mm = 0.375 in,6895,,,1958,,,,,,
INC2020-050,Release of Substance,05/24/2020,Corrosion and Cracking,Tools and Equipment,Low ,Alberta,50.38248,-114.226414,Natural Gas - Sweet,Gas,No,Transmission,Operation,Yes,No,No,,,,,,0,WESTERN ALBERTA M/L LOOP - NPS 42,119.7986295,Natural Gas,Agricultural Cropland,Not Emergency,NPS 3/4,Carbon Steel,,3.9 mm = 0.154 in,5826,,,,,,,,,
INC2020-051,Fire,05/27/2020,Incorrect Operation,Failure in communication,Medium ,British Columbia,49.26848937,-122.931342,Not Applicable,Not Applicable,No,Gathering,Construction,No,No,No,,Housekeeping,,,,0,TRANS MOUNTAIN EXPANSION PROJECT,946.1591548,Crude Oil,Developed Land - Industrial,Not Emergency,,,,,,,,,,,,,,
INC2020-052,Fire,05/29/2020,Incorrect Operation,Tools and Equipment,Medium ,British Columbia,49.29079839,-122.9502759,Not Applicable,Not Applicable,No,Transmission,Construction,No,No,No,,Housekeeping,,,,0,TRANS MOUNTAIN EXPANSION PROJECT,946.1591548,Crude Oil,Developed Land - Industrial,Not Emergency,,,,,,,,,,,,,,
INC2020-054,Operation Beyond Design Limits,06/05/2020,Natural Force Damage,Natural or Environmental Forces,High ,Ontario,43.776405,-79.370181,Not Applicable,Not Applicable,No,Transmission,Operation,Yes,No,No,,,,,,0,Toronto Lateral,20.02955014,Refined Products-Aviation,Forests,Not Emergency,NPS 10,Carbon Steel,241 - B,7.8 mm = 0.307 in,8412,,,1951,1952,,Straight,Electric Resistance Welded,External,Polyethylene Tape Wrap
INC2011-092,Release of Substance,06/09/2011,Equipment Failure,Engineering and Planning,Unknown,British Columbia,56.14635,-120.66936,Natural Gas - Sour,Gas,Yes,,Operation,Yes,No,No,,,,,,0,WEI - McMahon Gas Plant (Taylor Gas Plant),,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2011-094,Release of Substance,06/17/2011,Incorrect Operation,Maintenance,Unknown,British Columbia,56.254,-120.716,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2011-095,Operation Beyond Design Limits,06/21/2011,Equipment Failure,Maintenance,Unknown,Alberta,52.64129,-111.2708,Not Applicable,Not Applicable,No,,Maintenance,Yes,No,No,,,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2011-099,Release of Substance,06/27/2011,Defect and Deterioration,Maintenance,Unknown,New Brunswick,45.27811111,-66.0088056,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,MNE - Grandview Meter Station,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2011-100,Release of Substance,06/27/2011,Defect and Deterioration,Maintenance,Unknown,New Brunswick,45.806186,-66.593942,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,Mainline,574.8807991,Natural Gas,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2011-101,Release of Substance,06/27/2011,Defect and Deterioration,Maintenance,Unknown,New Brunswick,45.881317,-66.551169,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,MNE - Fredericton Meter Station,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2011-102,Release of Substance,06/27/2011,Defect and Deterioration,Maintenance,Unknown,New Brunswick,47.590212,-64.959858,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,Mainline,574.8807991,Natural Gas,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2011-104,Release of Substance,06/30/2011,External Interference,Maintenance,Unknown,Alberta,52.24822,-113.61774,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2011-105,Fire,07/07/2011,Equipment Failure,Maintenance,Unknown,Alberta,53.96088,-116.46033,Not Applicable,Not Applicable,No,,Operation,Yes,No,No,,Other Event (Nature or 3rd Party),,,,0,NGTL - Knight Compressor Station,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2011-106,Release of Substance,07/08/2011,Defect and Deterioration,Maintenance,Unknown,Saskatchewan,50.67653,-109.97885,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,TCPL - Station 2 (Burstall Compressor Station),,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2011-109,Release of Substance,07/22/2011,Equipment Failure,Maintenance,Unknown,Nova Scotia,45.37514774,-62.452671,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,Mainline,574.8807991,Natural Gas,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2011-114,Release of Substance,08/04/2011,Defect and Deterioration,Maintenance,Unknown,Nova Scotia,44.648901,-63.575335,Natural Gas - Sweet,Gas,No,,Operation,Yes,No,No,,,,,,0,Halifax Lateral,126.1401343,Natural Gas,Unknown Land Use (Historical Data Migration),Level I,NPS 1/2,,,,0,,,,,,,,,
INC2011-115,Release of Substance,08/04/2011,Defect and Deterioration,Maintenance,Unknown,New Brunswick,45.45872,-67.02456,Natural Gas - Sweet,Gas,No,,Construction,Yes,No,No,,,,,,0,MNE - MLV 518,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2011-116,Fire,08/04/2011,Incorrect Operation,Human Factors,Unknown,Saskatchewan,50.53923,-107.30765,Not Applicable,Not Applicable,No,,Construction,No,No,No,,Welding or Cutting,,,,0,TCP Keystone - Herbert Pump Station #13,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2011-119,Fire,08/06/2011,External Interference,Standards and Procedures,Unknown,Alberta,51.92351,-110.63297,Not Applicable,Not Applicable,No,,Construction,No,No,No,,Welding or Cutting,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2011-120,Fire,08/06/2011,External Interference,Standards and Procedures,Unknown,Alberta,51.42256,-110.54117,Not Applicable,Not Applicable,No,,Construction,No,No,No,,Welding or Cutting,,,,0,,,,Unknown Land Use (Historical Data Migration),Level I,,,,,,,,,,,,,,
INC2021-027,Fire,02/22/2021,Incorrect Operation,Human Factors,Low ,Alberta,57.19255,-118.19701,Not Applicable,Not Applicable,No,Transmission,Construction,No,No,No,,Welding or Cutting,,,,0,CHINCHAGA LATERAL - NPS 12,32.50576453,Natural Gas,Forests,Not Emergency,,,,,,,,,,,,,,
INC2021-028,Release of Substance,02/23/2021,Incorrect Operation,Tools and Equipment,Low ,British Columbia,55.99608407,-121.1110278,Natural Gas - Sweet,Gas,Yes,Transmission,Operation,Yes,No,No,,,,,,0,NORTH MONTNEY MAINLINE,287.6755648,Natural Gas Sweet,Forests,Not Emergency,,,,,,,,,,,,,,
INC2021-030,Fire,02/25/2021,Incorrect Operation,Standards and Procedures,Low ,Alberta,53.482757,-116.454622,Not Applicable,Not Applicable,No,Transmission,Construction,No,No,No,,Other Event (Nature or 3rd Party),,,,0,EDSON M/L LOOP #3 (ROBB SECTION) - NPS 48,30.62212003,Natural Gas,Forests,Not Emergency,,,,,,,,,,,,,,
INC2021-031,Fire,02/25/2021,Incorrect Operation,Standards and Procedures,Low ,British Columbia,50.96016288,-120.2524524,Not Applicable,Not Applicable,No,Distribution,Construction,No,No,No,,Equipment & Electrical,,,,0,TRANS MOUNTAIN EXPANSION PROJECT,946.1591548,Crude Oil,Barren Land,Not Emergency,,,,,,,,,,,,,,
INC2021-032,Fire,02/25/2021,Incorrect Operation,Human Factors,Low ,British Columbia,50.66260932,-120.4141634,Not Applicable,Not Applicable,No,Transmission,Maintenance,Yes,No,No,,Welding or Cutting,,,,0,MAINLINE LOOP: KAMLOOPS SECTION,81.04054894,Crude Oil,Developed Land - Industrial,Not Emergency,,,,,,,,,,,,,,
INC2021-036,Serious Injury (CER),03/01/2021,Incorrect Operation,Human Factors,Low ,Alberta,56.091712,-114.015423,Not Applicable,Not Applicable,Yes,Transmission,Operation,No,No,No,,,,Fracture,1,1,MUSKWA RIVER LATERAL - NPS 12,30.62352501,Natural Gas,Forests,Not Emergency,,,,,,,,,,,,,,
INC2021-037,Explosion,03/01/2021,Incorrect Operation,Human Factors,Low ,British Columbia,56.954216,-121.920468,Not Applicable,Not Applicable,No,Transmission,Construction,No,No,No,Other Event (Nature or 3rd Party),,,,,0,SPRUCE RIDGE,37.19480889,Natural Gas,Forests,Not Emergency,,,,,,,,,,,,,,
INC2021-041,Fire,03/09/2021,Incorrect Operation,Human Factors,Low ,British Columbia,49.267737,-122.926741,Not Applicable,Not Applicable,No,Distribution,Maintenance,No,No,No,,Other Event (Nature or 3rd Party),,,,0,Mainline,1596.893888,"Crude Oil, Crude Oil Sour Heavy, Crude Oil Sour Light, Crude Oil Sweet Heavy, Crude Oil Sweet Light",Developed Land - Industrial,Not Emergency,,,,,,,,,,,,,,
